RA,ANO,Fase,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,Defas,Atingiu_PV,EM_RISCO
RA-1629,2024,6,7.560550529,9.6,8.6,7.5,7.3,7.2,7.3,5.0,-1,,0
RA-91,2024,6,7.426704762,10.0,7.5,5.6,7.3,7.9,8.1,5.0,-1,,0
RA-167,2024,6,8.033470175,8.8,9.5,6.3,8.2,8.4,8.3,5.0,-1,,0
RA-1203,2024,6,8.949524561,9.2,9.6,7.5,9.0,8.4,8.6,10.0,0,,0
RA-94,2024,6,8.637033333,10.0,9.7,6.3,8.0,8.4,8.2,10.0,0,,0
RA-81,2024,6,8.256566667,9.2,9.3,6.3,7.5,7.9,7.8,10.0,0,,0
RA-1630,2024,6,8.583133333,8.3,9.8,7.5,7.3,8.3,8.7,10.0,0,,0
RA-171,2024,6,7.328933333,7.5,7.8,5.6,8.3,7.6,7.6,5.0,-1,,0
RA-1220,2024,6,7.143244444,7.1,8.6,6.9,7.7,7.5,6.3,5.0,-1,,0
RA-1631,2024,6,8.186433333,9.6,10.0,7.5,7.2,8.5,8.5,5.0,-1,,0
RA-1632,2024,6,8.389333333,9.2,10.0,7.5,6.7,7.8,8.1,10.0,0,,0
RA-1210,2024,6,8.2302,9.6,10.0,7.5,5.5,7.9,8.2,10.0,0,,0
RA-175,2024,6,8.024136842,10.0,9.5,6.3,8.5,7.5,7.8,5.0,-1,,0
RA-80,2024,7,8.131659176,8.8,7.9,8.1,7.0,8.8,7.9,10.0,0,,0
RA-40,2024,7,7.098051462,7.1,7.2,8.1,5.3,8.1,6.3,10.0,0,,0
RA-1214,2024,7,8.590297136,10.0,9.1,8.1,8.0,8.3,7.7,10.0,0,,0
RA-92,2024,7,8.052279017,10.0,8.8,7.5,7.5,7.8,6.3,10.0,0,,0
RA-45,2024,7,8.74347619,7.5,9.6,9.4,8.0,8.8,8.3,10.0,0,,0
RA-56,2024,7,9.077020175,10.0,9.3,10.0,7.7,8.4,9.2,10.0,0,,0
RA-57,2024,7,7.41938043,9.6,6.0,6.9,6.2,8.6,7.4,10.0,0,,0
RA-58,2024,7,8.771328947,9.6,9.8,7.5,7.3,9.1,8.6,10.0,0,,0
RA-78,2024,7,8.178030869,8.8,8.0,8.8,7.5,8.4,7.4,10.0,0,,0
RA-87,2024,7,9.437924561,8.8,9.6,9.4,9.2,9.4,9.6,10.0,1,,1
RA-64,2024,7,8.743607059,10.0,9.0,8.1,8.2,8.4,8.3,10.0,0,,0
RA-48,2024,7,8.402390372,7.9,8.3,9.4,7.5,8.6,8.2,10.0,0,,0
RA-1230,2024,7,4.7612,7.9,0.0,7.2,0.0,7.5,7.5,10.0,0,,1
RA-90,2024,7,8.352033333,10.0,9.0,6.9,8.1,7.5,7.5,10.0,2,,1
RA-269,2024,7,8.4773,9.2,9.6,7.5,8.2,7.5,7.5,10.0,2,,1
RA-270,2024,7,4.79255,9.2,0.0,6.3,0.0,7.5,7.5,10.0,2,,1
RA-76,2024,7,8.152033333,10.0,9.0,6.9,7.1,7.5,7.5,10.0,2,,1
RA-153,2024,7,4.78185,8.8,0.0,6.6,0.0,7.5,7.5,10.0,2,,1
RA-1226,2024,7,7.785233333,8.3,9.0,6.9,6.1,7.5,7.5,10.0,0,,0
RA-93,2024,7,8.27555,9.2,9.9,6.3,7.5,7.5,7.5,10.0,1,,1
RA-119,2024,7,8.0853,7.1,10.0,6.6,7.4,7.5,7.5,10.0,1,,1
RA-241,2024,7,8.311616667,10.0,9.9,7.2,6.8,7.5,7.5,10.0,2,,1
RA-242,2024,7,8.2887,9.6,9.6,6.3,7.7,7.5,7.5,10.0,2,,1
RA-52,2024,7,8.144466667,8.8,9.4,6.9,7.2,7.5,7.5,10.0,2,,1
RA-1227,2024,7,4.8446,8.8,0.0,7.2,0.0,7.5,7.5,10.0,0,,1
RA-245,2024,7,8.452633333,9.2,10.0,6.9,8.0,7.5,7.5,10.0,2,,1
RA-246,2024,7,4.7404,8.3,0.0,6.6,0.0,7.5,7.5,10.0,2,,1
RA-1228,2024,7,4.8761,8.8,0.0,7.5,0.0,7.5,7.5,10.0,0,,1
RA-1229,2024,7,4.8238,9.2,0.0,6.6,0.0,7.5,7.5,10.0,0,,1
RA-98,2024,7,8.61745,9.6,9.5,7.2,8.9,7.5,7.5,10.0,1,,1
RA-277,2024,7,8.068983333,8.3,9.7,6.6,6.9,7.5,7.5,10.0,2,,1
RA-172,2024,7,8.128766667,8.8,9.8,6.6,6.9,7.5,7.5,10.0,1,,1
RA-291,2024,7,7.931966667,8.8,9.7,6.3,6.2,7.5,7.5,10.0,2,,1
RA-86,2024,7,7.611233333,6.7,9.7,6.6,5.5,7.5,7.5,10.0,0,,0
RA-143,2024,7,7.449366667,10.0,9.9,6.9,2.6,7.5,7.5,10.0,2,,1
RA-166,2024,7,8.243183333,8.3,9.2,6.6,8.3,7.5,7.5,10.0,1,,1
RA-191,2024,7,7.7887,7.5,9.6,5.9,6.4,7.5,7.5,10.0,2,,1
